"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"HHS Region 9","4 wk ahead","Bin","percent","0.4","0.5",3e-04
"HHS Region 9","4 wk ahead","Bin","percent","0.5","0.6",7e-04
"HHS Region 9","4 wk ahead","Bin","percent","0.6","0.7",0.0021
"HHS Region 9","4 wk ahead","Bin","percent","0.7","0.8",0.0031
"HHS Region 9","4 wk ahead","Bin","percent","0.8","0.9",0.0068
"HHS Region 9","4 wk ahead","Bin","percent","0.9","1",0.0119
"HHS Region 9","4 wk ahead","Bin","percent","1","1.1",0.0156
"HHS Region 9","4 wk ahead","Bin","percent","1.1","1.2",0.0216
"HHS Region 9","4 wk ahead","Bin","percent","1.2","1.3",0.0249
"HHS Region 9","4 wk ahead","Bin","percent","1.3","1.4",0.0303
"HHS Region 9","4 wk ahead","Bin","percent","1.4","1.5",0.0356
"HHS Region 9","4 wk ahead","Bin","percent","1.5","1.6",0.0379
"HHS Region 9","4 wk ahead","Bin","percent","1.6","1.7",0.0406
"HHS Region 9","4 wk ahead","Bin","percent","1.7","1.8",0.0407
"HHS Region 9","4 wk ahead","Bin","percent","1.8","1.9",0.0438
"HHS Region 9","4 wk ahead","Bin","percent","1.9","2",0.0412
"HHS Region 9","4 wk ahead","Bin","percent","2","2.1",0.0425
"HHS Region 9","4 wk ahead","Bin","percent","2.1","2.2",0.0402
"HHS Region 9","4 wk ahead","Bin","percent","2.2","2.3",0.0408
"HHS Region 9","4 wk ahead","Bin","percent","2.3","2.4",0.041
"HHS Region 9","4 wk ahead","Bin","percent","2.4","2.5",0.0372
"HHS Region 9","4 wk ahead","Bin","percent","2.5","2.6",0.0378
"HHS Region 9","4 wk ahead","Bin","percent","2.6","2.7",0.0301
"HHS Region 9","4 wk ahead","Bin","percent","2.7","2.8",0.0332
"HHS Region 9","4 wk ahead","Bin","percent","2.8","2.9",0.0298
"HHS Region 9","4 wk ahead","Bin","percent","2.9","3",0.0279
"HHS Region 9","4 wk ahead","Bin","percent","3","3.1",0.0248
"HHS Region 9","4 wk ahead","Bin","percent","3.1","3.2",0.0237
"HHS Region 9","4 wk ahead","Bin","percent","3.2","3.3",0.0198
"HHS Region 9","4 wk ahead","Bin","percent","3.3","3.4",0.0213
"HHS Region 9","4 wk ahead","Bin","percent","3.4","3.5",0.018
"HHS Region 9","4 wk ahead","Bin","percent","3.5","3.6",0.0158
"HHS Region 9","4 wk ahead","Bin","percent","3.6","3.7",0.0146
"HHS Region 9","4 wk ahead","Bin","percent","3.7","3.8",0.0123
"HHS Region 9","4 wk ahead","Bin","percent","3.8","3.9",0.0117
"HHS Region 9","4 wk ahead","Bin","percent","3.9","4",0.0117
"HHS Region 9","4 wk ahead","Bin","percent","4","4.1",0.0098
"HHS Region 9","4 wk ahead","Bin","percent","4.1","4.2",0.01
"HHS Region 9","4 wk ahead","Bin","percent","4.2","4.3",0.009
"HHS Region 9","4 wk ahead","Bin","percent","4.3","4.4",0.0073
"HHS Region 9","4 wk ahead","Bin","percent","4.4","4.5",0.007
"HHS Region 9","4 wk ahead","Bin","percent","4.5","4.6",0.0058
"HHS Region 9","4 wk ahead","Bin","percent","4.6","4.7",0.005
"HHS Region 9","4 wk ahead","Bin","percent","4.7","4.8",0.0046
"HHS Region 9","4 wk ahead","Bin","percent","4.8","4.9",0.0041
"HHS Region 9","4 wk ahead","Bin","percent","4.9","5",0.0035
"HHS Region 9","4 wk ahead","Bin","percent","5","5.1",0.0039
"HHS Region 9","4 wk ahead","Bin","percent","5.1","5.2",0.0038
"HHS Region 9","4 wk ahead","Bin","percent","5.2","5.3",0.0029
"HHS Region 9","4 wk ahead","Bin","percent","5.3","5.4",0.0026
"HHS Region 9","4 wk ahead","Bin","percent","5.4","5.5",0.0031
"HHS Region 9","4 wk ahead","Bin","percent","5.5","5.6",0.0025
"HHS Region 9","4 wk ahead","Bin","percent","5.6","5.7",0.002
"HHS Region 9","4 wk ahead","Bin","percent","5.7","5.8",0.0021
"HHS Region 9","4 wk ahead","Bin","percent","5.8","5.9",0.0017
"HHS Region 9","4 wk ahead","Bin","percent","5.9","6",0.0016
"HHS Region 9","4 wk ahead","Bin","percent","6","6.1",6e-04
"HHS Region 9","4 wk ahead","Bin","percent","6.1","6.2",0.0014
"HHS Region 9","4 wk ahead","Bin","percent","6.2","6.3",0.0013
"HHS Region 9","4 wk ahead","Bin","percent","6.3","6.4",0.0013
"HHS Region 9","4 wk ahead","Bin","percent","6.4","6.5",0.0011
"HHS Region 9","4 wk ahead","Bin","percent","6.5","6.6",0.001
"HHS Region 9","4 wk ahead","Bin","percent","6.6","6.7",5e-04
"HHS Region 9","4 wk ahead","Bin","percent","6.7","6.8",2e-04
"HHS Region 9","4 wk ahead","Bin","percent","6.8","6.9",6e-04
"HHS Region 9","4 wk ahead","Bin","percent","6.9","7",8e-04
"HHS Region 9","4 wk ahead","Bin","percent","7","7.1",0.000900000000000001
"HHS Region 9","4 wk ahead","Bin","percent","7.1","7.2",3e-04
"HHS Region 9","4 wk ahead","Bin","percent","7.2","7.3",5e-04
"HHS Region 9","4 wk ahead","Bin","percent","7.3","7.4",8e-04
"HHS Region 9","4 wk ahead","Bin","percent","7.4","7.5",7e-04
"HHS Region 9","4 wk ahead","Bin","percent","7.5","7.6",5e-04
"HHS Region 9","4 wk ahead","Bin","percent","7.6","7.7",5e-04
"HHS Region 9","4 wk ahead","Bin","percent","7.7","7.8",3e-04
"HHS Region 9","4 wk ahead","Bin","percent","7.8","7.9",9.99999999999999e-05
"HHS Region 9","4 wk ahead","Bin","percent","7.9","8",4e-04
"HHS Region 9","4 wk ahead","Bin","percent","8","8.1",2e-04
"HHS Region 9","4 wk ahead","Bin","percent","8.1","8.2",6e-04
"HHS Region 9","4 wk ahead","Bin","percent","8.2","8.3",0
"HHS Region 9","4 wk ahead","Bin","percent","8.3","8.4",3e-04
"HHS Region 9","4 wk ahead","Bin","percent","8.4","8.5",9.99999999999999e-05
"HHS Region 9","4 wk ahead","Bin","percent","8.5","8.6",0
"HHS Region 9","4 wk ahead","Bin","percent","8.6","8.7",3e-04
"HHS Region 9","4 wk ahead","Bin","percent","8.7","8.8",9.99999999999999e-05
"HHS Region 9","4 wk ahead","Bin","percent","8.8","8.9",9.99999999999999e-05
"HHS Region 9","4 wk ahead","Bin","percent","8.9","9",9.99999999999999e-05
"HHS Region 9","4 wk ahead","Bin","percent","9","9.1",0
"HHS Region 9","4 wk ahead","Bin","percent","9.1","9.2",4e-04
"HHS Region 9","4 wk ahead","Bin","percent","9.2","9.3",0
"HHS Region 9","4 wk ahead","Bin","percent","9.3","9.4",2e-04
"HHS Region 9","4 wk ahead","Bin","percent","9.4","9.5",0
"HHS Region 9","4 wk ahead","Bin","percent","9.5","9.6",9.99999999999999e-05
"HHS Region 9","4 wk ahead","Bin","percent","9.6","9.7",0
"HHS Region 9","4 wk ahead","Bin","percent","9.7","9.8",0
"HHS Region 9","4 wk ahead","Bin","percent","9.8","9.9",0
"HHS Region 9","4 wk ahead","Bin","percent","9.9","10",0
"HHS Region 9","4 wk ahead","Bin","percent","10","10.1",0
"HHS Region 9","4 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 9","4 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 9","4 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 9","4 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 9","4 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 9","4 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 9","4 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 9","4 wk ahead","Bin","percent","10.8","10.9",0
"HHS Region 9","4 wk ahead","Bin","percent","10.9","11",0
"HHS Region 9","4 wk ahead","Bin","percent","11","11.1",0
"HHS Region 9","4 wk ahead","Bin","percent","11.1","11.2",0
"HHS Region 9","4 wk ahead","Bin","percent","11.2","11.3",0
"HHS Region 9","4 wk ahead","Bin","percent","11.3","11.4",0
"HHS Region 9","4 wk ahead","Bin","percent","11.4","11.5",0
"HHS Region 9","4 wk ahead","Bin","percent","11.5","11.6",0
"HHS Region 9","4 wk ahead","Bin","percent","11.6","11.7",0
"HHS Region 9","4 wk ahead","Bin","percent","11.7","11.8",0
"HHS Region 9","4 wk ahead","Bin","percent","11.8","11.9",0
"HHS Region 9","4 wk ahead","Bin","percent","11.9","12",0
"HHS Region 9","4 wk ahead","Bin","percent","12","12.1",0
"HHS Region 9","4 wk ahead","Bin","percent","12.1","12.2",0
"HHS Region 9","4 wk ahead","Bin","percent","12.2","12.3",9.99999999999999e-05
"HHS Region 9","4 wk ahead","Bin","percent","12.3","12.4",0
"HHS Region 9","4 wk ahead","Bin","percent","12.4","12.5",0
"HHS Region 9","4 wk ahead","Bin","percent","12.5","12.6",0
"HHS Region 9","4 wk ahead","Bin","percent","12.6","12.7",0
"HHS Region 9","4 wk ahead","Bin","percent","12.7","12.8",0
"HHS Region 9","4 wk ahead","Bin","percent","12.8","12.9",0
"HHS Region 9","4 wk ahead","Bin","percent","12.9","13",0
"HHS Region 9","4 wk ahead","Bin","percent","13","100",0
"HHS Region 10","Season onset","Point","week",NA,NA,51
"HHS Region 10","Season onset","Bin","week","40","41",0
"HHS Region 10","Season onset","Bin","week","41","42",0
"HHS Region 10","Season onset","Bin","week","42","43",0
"HHS Region 10","Season onset","Bin","week","43","44",0
"HHS Region 10","Season onset","Bin","week","44","45",0.012
"HHS Region 10","Season onset","Bin","week","45","46",0.0545
"HHS Region 10","Season onset","Bin","week","46","47",0.0211
"HHS Region 10","Season onset","Bin","week","47","48",0.0338
"HHS Region 10","Season onset","Bin","week","48","49",0.025
"HHS Region 10","Season onset","Bin","week","49","50",0.0267
"HHS Region 10","Season onset","Bin","week","50","51",0.1447
"HHS Region 10","Season onset","Bin","week","51","52",0.1053
"HHS Region 10","Season onset","Bin","week","52","53",0.1114
"HHS Region 10","Season onset","Bin","week","1","2",0.0449
"HHS Region 10","Season onset","Bin","week","2","3",0.0447
"HHS Region 10","Season onset","Bin","week","3","4",0.0769
"HHS Region 10","Season onset","Bin","week","4","5",0.0236
"HHS Region 10","Season onset","Bin","week","5","6",0.0318
"HHS Region 10","Season onset","Bin","week","6","7",0.023
"HHS Region 10","Season onset","Bin","week","7","8",0.0225
"HHS Region 10","Season onset","Bin","week","8","9",0.0101
"HHS Region 10","Season onset","Bin","week","9","10",0.0099
"HHS Region 10","Season onset","Bin","week","10","11",0.0055
"HHS Region 10","Season onset","Bin","week","11","12",0.0089
"HHS Region 10","Season onset","Bin","week","12","13",0.0032
"HHS Region 10","Season onset","Bin","week","13","14",0.0023
"HHS Region 10","Season onset","Bin","week","14","15",0.0019
"HHS Region 10","Season onset","Bin","week","15","16",0
"HHS Region 10","Season onset","Bin","week","16","17",4e-04
"HHS Region 10","Season onset","Bin","week","17","18",9.99999999999999e-05
"HHS Region 10","Season onset","Bin","week","18","19",0
"HHS Region 10","Season onset","Bin","week","19","20",0
"HHS Region 10","Season onset","Bin","week","20","21",0
"HHS Region 10","Season onset","Bin","week","none","none",0.1558
"HHS Region 10","Season peak week","Point","week",NA,NA,5
"HHS Region 10","Season peak week","Bin","week","40","41",0
"HHS Region 10","Season peak week","Bin","week","41","42",0
"HHS Region 10","Season peak week","Bin","week","42","43",0.00154657933042213
"HHS Region 10","Season peak week","Bin","week","43","44",0
"HHS Region 10","Season peak week","Bin","week","44","45",0.00109170305676856
"HHS Region 10","Season peak week","Bin","week","45","46",0.0143740902474527
"HHS Region 10","Season peak week","Bin","week","46","47",0.00473071324599709
"HHS Region 10","Season peak week","Bin","week","47","48",0.0108260553129549
"HHS Region 10","Season peak week","Bin","week","48","49",0.00773289665211063
"HHS Region 10","Season peak week","Bin","week","49","50",0.00081877729257642
"HHS Region 10","Season peak week","Bin","week","50","51",0.0126455604075691
"HHS Region 10","Season peak week","Bin","week","51","52",0.0170123726346434
"HHS Region 10","Season peak week","Bin","week","52","53",0.0833333333333333
"HHS Region 10","Season peak week","Bin","week","1","2",0.0542212518195051
"HHS Region 10","Season peak week","Bin","week","2","3",0.0300218340611354
"HHS Region 10","Season peak week","Bin","week","3","4",0.125818777292576
"HHS Region 10","Season peak week","Bin","week","4","5",0.0692321688500728
"HHS Region 10","Season peak week","Bin","week","5","6",0.0746906841339155
"HHS Region 10","Season peak week","Bin","week","6","7",0.0567685589519651
"HHS Region 10","Season peak week","Bin","week","7","8",0.115356622998544
"HHS Region 10","Season peak week","Bin","week","8","9",0.0554949053857351
"HHS Region 10","Season peak week","Bin","week","9","10",0.0565866084425036
"HHS Region 10","Season peak week","Bin","week","10","11",0.0280203784570597
"HHS Region 10","Season peak week","Bin","week","11","12",0.0696870451237263
"HHS Region 10","Season peak week","Bin","week","12","13",0.0182860262008734
"HHS Region 10","Season peak week","Bin","week","13","14",0.0332059679767103
"HHS Region 10","Season peak week","Bin","week","14","15",0.0282933042212518
"HHS Region 10","Season peak week","Bin","week","15","16",0.00536754002911208
"HHS Region 10","Season peak week","Bin","week","16","17",0.00291120815138282
"HHS Region 10","Season peak week","Bin","week","17","18",0.00200145560407569
"HHS Region 10","Season peak week","Bin","week","18","19",0.014283114992722
"HHS Region 10","Season peak week","Bin","week","19","20",0.000909752547307133
"HHS Region 10","Season peak week","Bin","week","20","21",0.00473071324599709
"HHS Region 10","Season peak percentage","Point","percent",NA,NA,4
"HHS Region 10","Season peak percentage","Bin","percent","0","0.1",0
"HHS Region 10","Season peak percentage","Bin","percent","0.1","0.2",0
"HHS Region 10","Season peak percentage","Bin","percent","0.2","0.3",0
"HHS Region 10","Season peak percentage","Bin","percent","0.3","0.4",0
"HHS Region 10","Season peak percentage","Bin","percent","0.4","0.5",0
"HHS Region 10","Season peak percentage","Bin","percent","0.5","0.6",0
"HHS Region 10","Season peak percentage","Bin","percent","0.6","0.7",0
"HHS Region 10","Season peak percentage","Bin","percent","0.7","0.8",0
"HHS Region 10","Season peak percentage","Bin","percent","0.8","0.9",0.0017
"HHS Region 10","Season peak percentage","Bin","percent","0.9","1",0.0022
"HHS Region 10","Season peak percentage","Bin","percent","1","1.1",0.0029
"HHS Region 10","Season peak percentage","Bin","percent","1.1","1.2",0.0043
"HHS Region 10","Season peak percentage","Bin","percent","1.2","1.3",0.0062
"HHS Region 10","Season peak percentage","Bin","percent","1.3","1.4",0.0083
"HHS Region 10","Season peak percentage","Bin","percent","1.4","1.5",0.0093
"HHS Region 10","Season peak percentage","Bin","percent","1.5","1.6",0.0119
"HHS Region 10","Season peak percentage","Bin","percent","1.6","1.7",0.0134
"HHS Region 10","Season peak percentage","Bin","percent","1.7","1.8",0.0129
"HHS Region 10","Season peak percentage","Bin","percent","1.8","1.9",0.0159
"HHS Region 10","Season peak percentage","Bin","percent","1.9","2",0.0146
"HHS Region 10","Season peak percentage","Bin","percent","2","2.1",0.0163
"HHS Region 10","Season peak percentage","Bin","percent","2.1","2.2",0.019
"HHS Region 10","Season peak percentage","Bin","percent","2.2","2.3",0.0164
"HHS Region 10","Season peak percentage","Bin","percent","2.3","2.4",0.0198
"HHS Region 10","Season peak percentage","Bin","percent","2.4","2.5",0.0195
"HHS Region 10","Season peak percentage","Bin","percent","2.5","2.6",0.0214
"HHS Region 10","Season peak percentage","Bin","percent","2.6","2.7",0.0221
"HHS Region 10","Season peak percentage","Bin","percent","2.7","2.8",0.0183
"HHS Region 10","Season peak percentage","Bin","percent","2.8","2.9",0.023
"HHS Region 10","Season peak percentage","Bin","percent","2.9","3",0.0205
"HHS Region 10","Season peak percentage","Bin","percent","3","3.1",0.0193
"HHS Region 10","Season peak percentage","Bin","percent","3.1","3.2",0.0213
"HHS Region 10","Season peak percentage","Bin","percent","3.2","3.3",0.0195
"HHS Region 10","Season peak percentage","Bin","percent","3.3","3.4",0.0206
"HHS Region 10","Season peak percentage","Bin","percent","3.4","3.5",0.0198
"HHS Region 10","Season peak percentage","Bin","percent","3.5","3.6",0.0166
"HHS Region 10","Season peak percentage","Bin","percent","3.6","3.7",0.0192
"HHS Region 10","Season peak percentage","Bin","percent","3.7","3.8",0.0157
"HHS Region 10","Season peak percentage","Bin","percent","3.8","3.9",0.0184
"HHS Region 10","Season peak percentage","Bin","percent","3.9","4",0.0202
"HHS Region 10","Season peak percentage","Bin","percent","4","4.1",0.0157
"HHS Region 10","Season peak percentage","Bin","percent","4.1","4.2",0.0169
"HHS Region 10","Season peak percentage","Bin","percent","4.2","4.3",0.0165
"HHS Region 10","Season peak percentage","Bin","percent","4.3","4.4",0.016
"HHS Region 10","Season peak percentage","Bin","percent","4.4","4.5",0.017
"HHS Region 10","Season peak percentage","Bin","percent","4.5","4.6",0.0173
"HHS Region 10","Season peak percentage","Bin","percent","4.6","4.7",0.0124
"HHS Region 10","Season peak percentage","Bin","percent","4.7","4.8",0.0144
"HHS Region 10","Season peak percentage","Bin","percent","4.8","4.9",0.0132
"HHS Region 10","Season peak percentage","Bin","percent","4.9","5",0.0124
"HHS Region 10","Season peak percentage","Bin","percent","5","5.1",0.0137
"HHS Region 10","Season peak percentage","Bin","percent","5.1","5.2",0.0117
"HHS Region 10","Season peak percentage","Bin","percent","5.2","5.3",0.0108
"HHS Region 10","Season peak percentage","Bin","percent","5.3","5.4",0.0109
"HHS Region 10","Season peak percentage","Bin","percent","5.4","5.5",0.0112
"HHS Region 10","Season peak percentage","Bin","percent","5.5","5.6",0.0096
"HHS Region 10","Season peak percentage","Bin","percent","5.6","5.7",0.0108
"HHS Region 10","Season peak percentage","Bin","percent","5.7","5.8",0.0096
"HHS Region 10","Season peak percentage","Bin","percent","5.8","5.9",0.0106
"HHS Region 10","Season peak percentage","Bin","percent","5.9","6",0.0092
"HHS Region 10","Season peak percentage","Bin","percent","6","6.1",0.0083
"HHS Region 10","Season peak percentage","Bin","percent","6.1","6.2",0.008
"HHS Region 10","Season peak percentage","Bin","percent","6.2","6.3",0.0074
"HHS Region 10","Season peak percentage","Bin","percent","6.3","6.4",0.0078
"HHS Region 10","Season peak percentage","Bin","percent","6.4","6.5",0.0079
"HHS Region 10","Season peak percentage","Bin","percent","6.5","6.6",0.0069
"HHS Region 10","Season peak percentage","Bin","percent","6.6","6.7",0.0074
"HHS Region 10","Season peak percentage","Bin","percent","6.7","6.8",0.0071
"HHS Region 10","Season peak percentage","Bin","percent","6.8","6.9",0.0068
"HHS Region 10","Season peak percentage","Bin","percent","6.9","7",0.0072
"HHS Region 10","Season peak percentage","Bin","percent","7","7.1",0.0052
"HHS Region 10","Season peak percentage","Bin","percent","7.1","7.2",0.0063
"HHS Region 10","Season peak percentage","Bin","percent","7.2","7.3",0.0067
"HHS Region 10","Season peak percentage","Bin","percent","7.3","7.4",0.0047
"HHS Region 10","Season peak percentage","Bin","percent","7.4","7.5",0.0044
"HHS Region 10","Season peak percentage","Bin","percent","7.5","7.6",0.0039
"HHS Region 10","Season peak percentage","Bin","percent","7.6","7.7",0.0039
"HHS Region 10","Season peak percentage","Bin","percent","7.7","7.8",0.0042
"HHS Region 10","Season peak percentage","Bin","percent","7.8","7.9",0.0047
"HHS Region 10","Season peak percentage","Bin","percent","7.9","8",0.0031
"HHS Region 10","Season peak percentage","Bin","percent","8","8.1",0.0047
"HHS Region 10","Season peak percentage","Bin","percent","8.1","8.2",0.0043
"HHS Region 10","Season peak percentage","Bin","percent","8.2","8.3",0.003
"HHS Region 10","Season peak percentage","Bin","percent","8.3","8.4",0.0037
"HHS Region 10","Season peak percentage","Bin","percent","8.4","8.5",0.0038
"HHS Region 10","Season peak percentage","Bin","percent","8.5","8.6",0.0029
"HHS Region 10","Season peak percentage","Bin","percent","8.6","8.7",0.0034
"HHS Region 10","Season peak percentage","Bin","percent","8.7","8.8",0.0029
"HHS Region 10","Season peak percentage","Bin","percent","8.8","8.9",0.0034
"HHS Region 10","Season peak percentage","Bin","percent","8.9","9",0.0028
"HHS Region 10","Season peak percentage","Bin","percent","9","9.1",0.003
"HHS Region 10","Season peak percentage","Bin","percent","9.1","9.2",0.0029
"HHS Region 10","Season peak percentage","Bin","percent","9.2","9.3",0.0044
"HHS Region 10","Season peak percentage","Bin","percent","9.3","9.4",0.0029
"HHS Region 10","Season peak percentage","Bin","percent","9.4","9.5",0.002
"HHS Region 10","Season peak percentage","Bin","percent","9.5","9.6",0.0021
"HHS Region 10","Season peak percentage","Bin","percent","9.6","9.7",0.0021
"HHS Region 10","Season peak percentage","Bin","percent","9.7","9.8",0.0016
"HHS Region 10","Season peak percentage","Bin","percent","9.8","9.9",0.0024
"HHS Region 10","Season peak percentage","Bin","percent","9.9","10",0.0022
"HHS Region 10","Season peak percentage","Bin","percent","10","10.1",0.0022
"HHS Region 10","Season peak percentage","Bin","percent","10.1","10.2",0.0031
"HHS Region 10","Season peak percentage","Bin","percent","10.2","10.3",0.0024
"HHS Region 10","Season peak percentage","Bin","percent","10.3","10.4",3e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.4","10.5",0.0014
"HHS Region 10","Season peak percentage","Bin","percent","10.5","10.6",0.0019
"HHS Region 10","Season peak percentage","Bin","percent","10.6","10.7",0.0022
"HHS Region 10","Season peak percentage","Bin","percent","10.7","10.8",0.0014
"HHS Region 10","Season peak percentage","Bin","percent","10.8","10.9",0.0011
"HHS Region 10","Season peak percentage","Bin","percent","10.9","11",8e-04
